date,AdrActCnt
2024-02-01 00:00:00+00:00,933880.0
2024-02-02 00:00:00+00:00,932903.0
2024-02-03 00:00:00+00:00,820828.0
2024-02-04 00:00:00+00:00,802004.0
2024-02-05 00:00:00+00:00,852467.0
2024-02-06 00:00:00+00:00,865722.0
2024-02-07 00:00:00+00:00,901234.0
2024-02-08 00:00:00+00:00,818130.0
2024-02-09 00:00:00+00:00,950564.0
2024-02-10 00:00:00+00:00,963958.0
2024-02-11 00:00:00+00:00,840255.0
2024-02-12 00:00:00+00:00,1013562.0
2024-02-13 00:00:00+00:00,843469.0
2024-02-14 00:00:00+00:00,803805.0
2024-02-15 00:00:00+00:00,892019.0
2024-02-16 00:00:00+00:00,836256.0
2024-02-17 00:00:00+00:00,850883.0
2024-02-18 00:00:00+00:00,748090.0
2024-02-19 00:00:00+00:00,867774.0
2024-02-20 00:00:00+00:00,866223.0
2024-02-21 00:00:00+00:00,821320.0
2024-02-22 00:00:00+00:00,855859.0
2024-02-23 00:00:00+00:00,938307.0
2024-02-24 00:00:00+00:00,819174.0
2024-02-25 00:00:00+00:00,894568.0
2024-02-26 00:00:00+00:00,887140.0
2024-02-27 00:00:00+00:00,917983.0
2024-02-28 00:00:00+00:00,1054242.0
2024-02-29 00:00:00+00:00,989364.0
2024-03-01 00:00:00+00:00,1058499.0
2024-03-02 00:00:00+00:00,843207.0
2024-03-03 00:00:00+00:00,868123.0
2024-03-04 00:00:00+00:00,889591.0
2024-03-05 00:00:00+00:00,1163884.0
2024-03-06 00:00:00+00:00,922558.0
2024-03-07 00:00:00+00:00,1034779.0
2024-03-08 00:00:00+00:00,947450.0
2024-03-09 00:00:00+00:00,915625.0
2024-03-10 00:00:00+00:00,862638.0
2024-03-11 00:00:00+00:00,1150718.0
2024-03-12 00:00:00+00:00,1016389.0
2024-03-13 00:00:00+00:00,1093495.0
2024-03-14 00:00:00+00:00,1000634.0
2024-03-15 00:00:00+00:00,963220.0
2024-03-16 00:00:00+00:00,916345.0
2024-03-17 00:00:00+00:00,861558.0
2024-03-18 00:00:00+00:00,910571.0
2024-03-19 00:00:00+00:00,974102.0
2024-03-20 00:00:00+00:00,942142.0
2024-03-21 00:00:00+00:00,819742.0
2024-03-22 00:00:00+00:00,915500.0
2024-03-23 00:00:00+00:00,908728.0
2024-03-24 00:00:00+00:00,918817.0
2024-03-25 00:00:00+00:00,918815.0
2024-03-26 00:00:00+00:00,851577.0
2024-03-27 00:00:00+00:00,865580.0
2024-03-28 00:00:00+00:00,942681.0
2024-03-29 00:00:00+00:00,847610.0
2024-03-30 00:00:00+00:00,826192.0
2024-03-31 00:00:00+00:00,691124.0
2024-04-01 00:00:00+00:00,970510.0
2024-04-02 00:00:00+00:00,953501.0
2024-04-03 00:00:00+00:00,965290.0
2024-04-04 00:00:00+00:00,978380.0
2024-04-05 00:00:00+00:00,950040.0
2024-04-06 00:00:00+00:00,907389.0
2024-04-07 00:00:00+00:00,833045.0
2024-04-08 00:00:00+00:00,896193.0
2024-04-09 00:00:00+00:00,890535.0
2024-04-10 00:00:00+00:00,846297.0
2024-04-11 00:00:00+00:00,748021.0
2024-04-12 00:00:00+00:00,832502.0
2024-04-13 00:00:00+00:00,869723.0
2024-04-14 00:00:00+00:00,839158.0
2024-04-15 00:00:00+00:00,813736.0
2024-04-16 00:00:00+00:00,941086.0
2024-04-17 00:00:00+00:00,794595.0
2024-04-18 00:00:00+00:00,823945.0
2024-04-19 00:00:00+00:00,880733.0
2024-04-20 00:00:00+00:00,509709.0
2024-04-21 00:00:00+00:00,565959.0
2024-04-22 00:00:00+00:00,659537.0
2024-04-23 00:00:00+00:00,547174.0
2024-04-24 00:00:00+00:00,835569.0
2024-04-25 00:00:00+00:00,818807.0
2024-04-26 00:00:00+00:00,847289.0
2024-04-27 00:00:00+00:00,856864.0
2024-04-28 00:00:00+00:00,707117.0
2024-04-29 00:00:00+00:00,856192.0
2024-04-30 00:00:00+00:00,827915.0
2024-05-01 00:00:00+00:00,781183.0
2024-05-02 00:00:00+00:00,744998.0
2024-05-03 00:00:00+00:00,731936.0
2024-05-04 00:00:00+00:00,613171.0
2024-05-05 00:00:00+00:00,573428.0
2024-05-06 00:00:00+00:00,670316.0
2024-05-07 00:00:00+00:00,702887.0
2024-05-08 00:00:00+00:00,697417.0
2024-05-09 00:00:00+00:00,671205.0
2024-05-10 00:00:00+00:00,606931.0
2024-05-11 00:00:00+00:00,612137.0
2024-05-12 00:00:00+00:00,573640.0
2024-05-13 00:00:00+00:00,746125.0
2024-05-14 00:00:00+00:00,686207.0
2024-05-15 00:00:00+00:00,714393.0
2024-05-16 00:00:00+00:00,689540.0
2024-05-17 00:00:00+00:00,743911.0
2024-05-18 00:00:00+00:00,650957.0
2024-05-19 00:00:00+00:00,637953.0
2024-05-20 00:00:00+00:00,706063.0
2024-05-21 00:00:00+00:00,746087.0
2024-05-22 00:00:00+00:00,709347.0
2024-05-23 00:00:00+00:00,728396.0
2024-05-24 00:00:00+00:00,663534.0
2024-05-25 00:00:00+00:00,591356.0
2024-05-26 00:00:00+00:00,538911.0
2024-05-27 00:00:00+00:00,612909.0
2024-05-28 00:00:00+00:00,653177.0
2024-05-29 00:00:00+00:00,559784.0
2024-05-30 00:00:00+00:00,649063.0
2024-05-31 00:00:00+00:00,656289.0
2024-06-01 00:00:00+00:00,570980.0
2024-06-02 00:00:00+00:00,536181.0
2024-06-03 00:00:00+00:00,689745.0
2024-06-04 00:00:00+00:00,637180.0
2024-06-05 00:00:00+00:00,592424.0
2024-06-06 00:00:00+00:00,624088.0
2024-06-07 00:00:00+00:00,583336.0
2024-06-08 00:00:00+00:00,772154.0
2024-06-09 00:00:00+00:00,609844.0
2024-06-10 00:00:00+00:00,684041.0
