date,BTC,ETH,BNB,SOL,XRP,DOGE,ADA,TRX,HYPE,LINK
2023-10-04,27782.0,1646.98,213.32,23.125,0.53261,0.06146,0.25901,0.08892,,7.673
2023-10-05,27410.0,1611.78,210.6,22.691,0.52265,0.06085,0.26015,0.08825,,7.465
2023-10-06,27932.0,1645.21,213.35,23.401,0.52536,0.06139,0.26464,0.08719,,7.64
2023-10-07,27956.0,1634.11,212.21,23.297,0.52166,0.06144,0.25847,0.08809,,7.523
2023-10-08,27920.0,1632.78,211.35,23.228,0.51745,0.06096,0.25632,0.08805,,7.673
2023-10-09,27588.0,1579.75,205.79,22.087,0.50261,0.05874,0.25135,0.08614,,7.275
2023-10-10,27388.7,1567.76,208.52,22.118,0.49643,0.05913,0.24908,0.08621,,7.26
2023-10-11,26878.9,1566.99,206.55,22.01,0.48892,0.05852,0.24812,0.08605,,7.394
2023-10-12,26761.3,1539.75,205.24,21.299,0.48293,0.0579,0.24603,0.08485,,7.199
2023-10-13,26864.9,1552.26,205.99,21.843,0.48505,0.05842,0.24588,0.08551,,7.255
2023-10-14,26852.5,1554.73,206.52,21.993,0.48658,0.05983,0.24694,0.08503,,7.326
2023-10-15,27153.0,1557.56,209.75,21.928,0.48737,0.0593,0.24732,0.08671,,7.427
2023-10-16,28503.6,1599.67,214.67,23.953,0.49762,0.06001,0.2513,0.08887,,7.525
2023-10-17,28394.0,1564.62,211.49,23.929,0.49103,0.05904,0.24637,0.08855,,7.32
2023-10-18,28322.0,1563.35,210.27,23.411,0.48779,0.05859,0.24297,0.08913,,7.355
2023-10-19,28717.8,1566.7,211.18,24.923,0.51976,0.05887,0.24694,0.09,,7.304
2023-10-20,29667.8,1604.0,212.04,27.025,0.51492,0.05988,0.25127,0.09074,,7.572
2023-10-21,29912.8,1628.8,214.13,29.326,0.52105,0.06118,0.25864,0.09159,,8.911
2023-10-22,29994.6,1663.58,217.78,29.05,0.52264,0.06168,0.26384,0.09039,,10.19
2023-10-23,33074.4,1765.63,228.56,31.9,0.54758,0.06743,0.28075,0.09222,,10.581
2023-10-24,33923.6,1785.16,225.16,30.159,0.55861,0.0666,0.27923,0.09236,,10.376
2023-10-25,34493.9,1787.11,222.11,32.439,0.55527,0.06832,0.28076,0.09353,,11.061
2023-10-26,34153.2,1803.38,223.23,32.774,0.5535,0.07185,0.28711,0.09286,,10.926
2023-10-27,33892.0,1779.46,224.11,31.724,0.54297,0.06776,0.28926,0.09355,,11.181
2023-10-28,34079.3,1776.11,225.69,31.637,0.54458,0.06901,0.29097,0.09434,,10.923
2023-10-29,34522.8,1795.1,227.02,32.829,0.55601,0.06935,0.29525,0.09489,,11.082
2023-10-30,34482.6,1808.95,227.98,34.938,0.57794,0.06958,0.30298,0.09558,,11.221
2023-10-31,34638.6,1814.9,226.29,38.403,0.59936,0.06826,0.29315,0.09715,,11.351
2023-11-01,35423.2,1846.66,228.15,41.153,0.60866,0.06893,0.30724,0.10017,,11.637
2023-11-02,34943.9,1800.82,231.84,40.24,0.60545,0.0679,0.32303,0.09919,,11.007
2023-11-03,34714.9,1832.45,230.32,39.461,0.61201,0.0681,0.32914,0.09721,,11.461
2023-11-04,35065.0,1855.6,237.2,42.398,0.61502,0.06908,0.32789,0.09767,,11.502
2023-11-05,35011.7,1892.16,244.0,41.156,0.66065,0.07108,0.34181,0.09807,,12.23
2023-11-06,35047.2,1900.98,255.09,42.139,0.71472,0.07638,0.36254,0.0977,,12.987
2023-11-07,35399.8,1885.29,246.24,42.937,0.68506,0.0734,0.35121,0.09657,,13.04
2023-11-08,35625.3,1888.47,246.59,43.122,0.6871,0.07535,0.35772,0.09834,,14.926
2023-11-09,36701.3,2121.01,251.67,45.273,0.66662,0.07355,0.36825,0.09891,,14.599
2023-11-10,37303.3,2077.96,251.1,56.69,0.6596,0.0754,0.3858,0.10629,,15.488
2023-11-11,37131.4,2053.17,251.3,56.35,0.6627,0.07851,0.3844,0.10803,,16.463
2023-11-12,37063.3,2044.71,247.5,56.27,0.6613,0.07795,0.3833,0.10851,,16.026
2023-11-13,36469.9,2053.7,241.1,51.61,0.6701,0.07456,0.3569,0.10683,,14.352
2023-11-14,35544.4,1979.4,242.3,56.81,0.6294,0.07246,0.3579,0.10225,,13.948
2023-11-15,37856.9,2058.62,253.7,65.47,0.6481,0.07619,0.3787,0.10407,,15.03
2023-11-16,36162.7,1961.86,242.7,57.78,0.6118,0.07946,0.3707,0.10237,,13.873
2023-11-17,36610.0,1960.61,244.9,58.53,0.6132,0.08643,0.3672,0.10373,,13.698
2023-11-18,36575.9,1962.58,244.8,58.56,0.6106,0.08026,0.3773,0.10292,,13.758
2023-11-19,37365.3,2011.44,246.4,61.08,0.6257,0.08044,0.3839,0.10351,,14.908
2023-11-20,37449.4,2021.42,253.1,56.58,0.6122,0.0777,0.3801,0.10094,,14.478
2023-11-21,35739.0,1933.26,225.6,51.69,0.5784,0.07177,0.3565,0.09609,,13.368
2023-11-22,37409.8,2063.26,236.1,57.55,0.6109,0.07574,0.3803,0.10123,,14.208
2023-11-23,37297.0,2062.04,233.7,56.51,0.6208,0.0762,0.3873,0.10209,,14.395
2023-11-24,37718.1,2080.83,232.9,56.85,0.6209,0.07818,0.3862,0.10456,,14.482
2023-11-25,37780.8,2082.99,234.4,58.81,0.6226,0.07892,0.3942,0.10889,,14.758
2023-11-26,37444.1,2062.47,231.7,57.57,0.6158,0.07869,0.3874,0.10776,,14.766
2023-11-27,37244.3,2027.58,227.3,55.06,0.6037,0.07884,0.3778,0.10189,,14.186
2023-11-28,37815.9,2048.24,229.5,58.18,0.6105,0.08085,0.3857,0.10293,,14.527
2023-11-29,37853.3,2028.81,227.3,59.31,0.6091,0.08049,0.3816,0.1035,,14.51
2023-11-30,37727.2,2052.03,227.6,59.3,0.6063,0.08345,0.3758,0.10347,,14.408
2023-12-01,38683.5,2087.41,228.5,59.77,0.6125,0.0839,0.3842,0.10307,,14.987
2023-12-02,39450.1,2164.81,229.1,63.68,0.6207,0.08622,0.3977,0.10321,,15.991
2023-12-03,39972.2,2193.2,228.0,62.98,0.6229,0.08569,0.3949,0.10312,,15.703
2023-12-04,41987.2,2243.17,233.5,61.64,0.6246,0.09188,0.4069,0.10388,,15.807
2023-12-05,44070.0,2293.39,231.3,61.04,0.6209,0.09433,0.4257,0.10358,,15.723
2023-12-06,43760.1,2232.62,229.6,61.83,0.64,0.09494,0.4429,0.10476,,15.265
2023-12-07,43273.2,2355.55,232.7,67.76,0.6432,0.09586,0.4556,0.10423,,15.691
2023-12-08,44179.8,2358.93,238.9,74.9,0.672,0.10165,0.5457,0.10667,,16.931
2023-12-09,43720.1,2340.87,237.8,72.28,0.6583,0.09849,0.579,0.1066,,16.193
2023-12-10,43792.2,2352.27,239.8,74.84,0.6618,0.10186,0.5949,0.10784,,16.364
2023-12-11,41250.9,2224.82,246.4,70.25,0.6188,0.09416,0.5506,0.10384,,14.772
2023-12-12,41490.4,2203.38,254.4,68.58,0.619,0.09383,0.5785,0.1036,,14.523
2023-12-13,42869.6,2259.69,252.0,70.62,0.6275,0.0964,0.6674,0.1043,,14.769
2023-12-14,43025.5,2315.18,253.2,75.66,0.6315,0.09832,0.6434,0.10606,,15.371
2023-12-15,41939.1,2220.64,244.7,72.5,0.6154,0.09303,0.6005,0.10154,,14.281
2023-12-16,42273.0,2228.95,244.3,73.73,0.6202,0.09713,0.6082,0.10282,,14.32
2023-12-17,41376.1,2196.59,239.0,70.87,0.6102,0.09293,0.5804,0.10205,,14.016
2023-12-18,42653.9,2219.36,241.7,74.43,0.6126,0.0921,0.6025,0.10092,,14.672
2023-12-19,42279.0,2178.05,252.7,73.04,0.6045,0.09027,0.5762,0.10058,,14.104
2023-12-20,43670.1,2202.44,260.3,82.24,0.6169,0.09151,0.5898,0.10273,,14.251
2023-12-21,43859.8,2239.54,272.1,93.83,0.6239,0.09499,0.6353,0.10463,,15.306
2023-12-22,43970.7,2324.92,271.2,97.87,0.6244,0.09497,0.6226,0.10511,,15.478
2023-12-23,43703.9,2308.12,271.0,107.85,0.6195,0.09343,0.6128,0.10676,,15.679
2023-12-24,42986.1,2263.82,264.4,112.49,0.6122,0.09172,0.592,0.10619,,15.261
2023-12-25,43569.2,2271.01,266.7,120.88,0.6458,0.0943,0.6243,0.10585,,15.583
2023-12-26,42513.2,2230.67,297.7,112.47,0.6219,0.09137,0.6086,0.10305,,15.089
2023-12-27,43431.9,2378.35,324.0,106.95,0.6341,0.09365,0.6332,0.10533,,16.71
2023-12-28,42562.6,2344.17,322.6,101.79,0.6347,0.09175,0.6158,0.10546,,16.002
2023-12-29,42064.1,2299.15,313.6,106.08,0.6228,0.09096,0.6086,0.10561,,15.541
2023-12-30,42147.5,2291.65,317.0,101.87,0.6209,0.08999,0.601,0.10595,,15.17
2023-12-31,42283.0,2282.13,311.8,101.72,0.6154,0.08955,0.5943,0.10761,,14.935
2024-01-01,44186.8,2352.05,313.6,109.93,0.6294,0.09204,0.6232,0.10774,,15.545
2024-01-02,44955.9,2355.59,312.0,106.72,0.6246,0.0911,0.605,0.10828,,15.164
2024-01-03,42839.6,2209.8,315.8,98.55,0.5823,0.08199,0.5569,0.1068,,14.146
2024-01-04,44153.9,2267.54,323.6,104.9,0.5867,0.08397,0.57,0.10694,,14.528
2024-01-05,44145.4,2268.2,317.6,99.93,0.5756,0.08267,0.5414,0.10442,,14.091
2024-01-06,43970.3,2240.78,307.5,93.82,0.568,0.08058,0.5227,0.10388,,13.433
2024-01-07,43929.9,2221.42,302.4,89.43,0.5515,0.07823,0.4945,0.10283,,13.15
2024-01-08,46952.0,2330.79,303.8,97.93,0.5775,0.08128,0.5411,0.10422,,14.14
2024-01-09,46109.3,2344.6,301.2,99.31,0.5671,0.07923,0.5122,0.10279,,13.713
2024-01-10,46645.9,2584.52,305.6,102.04,0.6006,0.08303,0.5661,0.10526,,15.074
2024-01-11,46338.9,2618.01,308.3,99.93,0.6017,0.08457,0.5821,0.10622,,15.016
2024-01-12,42784.0,2522.56,296.7,92.1,0.5697,0.08006,0.5478,0.10688,,14.151
2024-01-13,42848.8,2578.19,302.2,95.88,0.5747,0.08093,0.5491,0.11423,,14.351
2024-01-14,41731.1,2473.14,299.5,93.85,0.5762,0.08003,0.525,0.11122,,14.757
2024-01-15,42525.6,2511.79,317.2,94.38,0.5757,0.08103,0.5274,0.10871,,15.185
2024-01-16,43139.8,2587.59,315.1,97.63,0.5757,0.08134,0.5356,0.10807,,15.269
2024-01-17,42777.1,2530.64,309.5,102.12,0.5686,0.08059,0.5282,0.10842,,15.761
2024-01-18,41326.0,2470.78,313.0,94.41,0.552,0.0781,0.5022,0.10811,,14.656
2024-01-19,41660.0,2491.79,314.6,93.62,0.5443,0.07857,0.5044,0.11049,,16.109
2024-01-20,41693.8,2472.33,317.2,92.87,0.5535,0.08773,0.5161,0.11005,,15.784
2024-01-21,41582.9,2456.96,318.6,91.11,0.5465,0.08544,0.5032,0.10892,,15.398
2024-01-22,39571.0,2314.2,305.9,83.83,0.5274,0.08057,0.4784,0.10931,,14.594
2024-01-23,39900.2,2242.91,298.7,84.33,0.5181,0.07821,0.4774,0.10722,,14.297
2024-01-24,40085.1,2235.0,293.1,88.76,0.5181,0.07904,0.4763,0.10881,,14.236
2024-01-25,39962.6,2218.45,292.0,86.91,0.5136,0.07792,0.4665,0.1121,,13.74
2024-01-26,41819.9,2267.56,302.2,92.27,0.532,0.07986,0.485,0.11447,,14.189
2024-01-27,42120.2,2268.11,305.7,94.29,0.5304,0.08014,0.4861,0.11245,,14.354
2024-01-28,42033.2,2256.85,305.2,95.96,0.5241,0.07881,0.4901,0.11223,,14.48
2024-01-29,43296.9,2317.54,310.7,101.67,0.5352,0.08138,0.5263,0.11304,,15.014
2024-01-30,42941.8,2343.3,307.6,101.41,0.5108,0.07972,0.5139,0.11205,,15.481
2024-01-31,42576.0,2282.99,300.5,96.97,0.5033,0.07875,0.4978,0.11226,,15.432
2024-02-01,43086.8,2303.99,300.1,97.8,0.506,0.07936,0.5077,0.11562,,17.188
2024-02-02,43197.2,2309.22,301.3,100.59,0.5105,0.07928,0.5147,0.11625,,17.827
2024-02-03,43013.6,2296.77,299.6,97.96,0.5186,0.07873,0.5124,0.11724,,17.655
2024-02-04,42590.0,2289.67,304.6,95.48,0.5031,0.07831,0.4931,0.11842,,18.157
2024-02-05,42707.1,2301.92,301.3,95.65,0.5067,0.07834,0.4944,0.11899,,19.152
2024-02-06,43095.5,2372.56,302.9,96.86,0.505,0.07847,0.4982,0.12103,,18.291
2024-02-07,44349.7,2425.32,307.4,101.12,0.5138,0.08015,0.5024,0.12363,,18.817
2024-02-08,45287.5,2419.76,319.1,102.76,0.5146,0.07985,0.5304,0.12191,,18.209
2024-02-09,47132.2,2486.41,324.0,106.94,0.5261,0.08157,0.5404,0.12372,,18.473
2024-02-10,47747.7,2500.19,323.0,108.99,0.5238,0.08142,0.5516,0.12435,,19.084
2024-02-11,48299.9,2507.1,320.7,107.48,0.5262,0.08123,0.5416,0.12421,,20.14
2024-02-12,49920.0,2659.68,327.9,111.66,0.5314,0.08224,0.5592,0.12499,,20.466
2024-02-13,49694.6,2640.16,324.8,112.49,0.5246,0.08107,0.5449,0.12688,,19.87
2024-02-14,51795.6,2774.9,333.8,117.0,0.5378,0.08548,0.5768,0.12959,,20.24
2024-02-15,51880.4,2822.76,354.2,113.51,0.562,0.08529,0.6087,0.13106,,19.934
2024-02-16,52126.7,2801.91,360.4,110.35,0.5642,0.0859,0.5986,0.13286,,19.551
2024-02-17,51646.0,2785.99,352.8,108.92,0.5495,0.08355,0.6094,0.13587,,20.032
2024-02-18,52138.3,2880.81,349.8,112.24,0.5571,0.08518,0.6191,0.13517,,20.115
2024-02-19,51775.6,2944.21,351.5,111.52,0.5627,0.08942,0.6308,0.13636,,19.832
2024-02-20,52265.4,3015.62,354.7,108.31,0.5622,0.08614,0.6218,0.13924,,19.288
2024-02-21,51848.0,2968.0,379.2,105.05,0.5491,0.08458,0.5987,0.13974,,18.595
2024-02-22,51290.0,2971.26,382.6,101.74,0.541,0.0841,0.5858,0.13898,,18.131
2024-02-23,50748.2,2922.4,375.6,99.89,0.5342,0.0845,0.5821,0.13815,,17.925
2024-02-24,51563.6,2992.66,381.8,104.02,0.5449,0.08614,0.5969,0.13742,,18.529
2024-02-25,51731.4,3112.79,388.5,103.47,0.5427,0.08611,0.5912,0.13766,,18.713
2024-02-26,54471.0,3175.94,401.6,109.93,0.5506,0.08921,0.6191,0.13983,,19.083
2024-02-27,57038.6,3242.6,394.7,108.38,0.586,0.09757,0.6238,0.1429,,19.028
2024-02-28,62426.1,3382.91,414.7,119.08,0.5751,0.11582,0.6288,0.1421,,19.433
2024-02-29,61149.9,3340.8,399.5,125.67,0.5867,0.11734,0.6544,0.14046,,19.266
2024-03-01,62376.9,3432.92,407.3,129.35,0.601,0.13925,0.7194,0.14151,,20.047
2024-03-02,62010.0,3421.58,410.9,130.04,0.6443,0.14198,0.7414,0.14125,,21.399
2024-03-03,63112.7,3487.65,414.5,130.16,0.6268,0.15343,0.7279,0.14062,,20.509
2024-03-04,68244.4,3627.45,418.5,133.31,0.6479,0.18196,0.7703,0.14024,,20.424
2024-03-05,63719.5,3553.43,394.1,125.33,0.5916,0.15305,0.6919,0.13592,,18.967
2024-03-06,66078.0,3819.49,429.2,130.82,0.6122,0.15785,0.7349,0.13781,,20.087
2024-03-07,66829.0,3868.6,474.4,143.82,0.627,0.15763,0.7427,0.13713,,20.094
2024-03-08,68125.0,3883.23,485.8,144.79,0.62,0.16461,0.7228,0.13661,,19.699
2024-03-09,68311.6,3905.17,488.4,144.3,0.6199,0.17874,0.7419,0.13579,,19.978
2024-03-10,68953.6,3879.05,528.7,144.42,0.6081,0.17,0.7165,0.13375,,21.675
2024-03-11,72084.4,4065.14,522.9,148.83,0.7225,0.18205,0.7752,0.13379,,21.286
2024-03-12,71450.1,3980.39,537.6,151.05,0.6881,0.16811,0.748,0.13147,,20.698
2024-03-13,73082.7,4005.49,630.4,163.86,0.689,0.16904,0.7638,0.13198,,20.749
2024-03-14,71399.3,3881.99,603.2,176.68,0.6689,0.17725,0.7508,0.1292,,20.88
2024-03-15,69500.0,3742.03,634.2,184.03,0.6341,0.16361,0.7274,0.12641,,19.626
2024-03-16,65308.1,3523.66,576.6,182.06,0.6029,0.14251,0.6594,0.12531,,18.113
2024-03-17,68399.1,3644.27,571.3,201.86,0.6191,0.15425,0.6814,0.1263,,18.667
2024-03-18,67611.9,3521.01,555.2,195.9,0.6452,0.14352,0.6598,0.12415,,18.297
2024-03-19,61936.4,3158.4,507.6,169.85,0.5846,0.12881,0.5861,0.11241,,16.826
2024-03-20,67825.1,3515.63,556.7,191.78,0.6108,0.15211,0.6396,0.12078,,18.413
2024-03-21,65507.9,3492.78,554.0,179.49,0.6405,0.1554,0.6319,0.12121,,18.454
2024-03-22,63801.5,3336.94,553.8,175.15,0.6115,0.15292,0.6146,0.11739,,18.364
2024-03-23,63987.1,3329.38,551.8,172.65,0.6167,0.16188,0.6232,0.11827,,18.065
2024-03-24,67211.9,3455.19,567.8,183.87,0.6328,0.17652,0.6465,0.12019,,18.517
2024-03-25,69869.8,3590.21,586.9,188.97,0.6405,0.17527,0.6566,0.12043,,19.384
2024-03-26,69995.6,3587.93,580.3,190.45,0.6318,0.18225,0.6651,0.12078,,20.012
2024-03-27,69466.4,3502.0,574.3,186.33,0.6119,0.19044,0.6479,0.11939,,19.287
2024-03-28,70785.1,3561.35,583.3,189.64,0.6243,0.22009,0.6504,0.12045,,19.131
2024-03-29,69857.7,3509.87,612.3,192.06,0.63,0.21302,0.6643,0.12,,18.965
2024-03-30,69591.1,3505.97,600.7,194.21,0.6211,0.19912,0.6436,0.12254,,18.935
2024-03-31,71290.5,3645.39,606.7,202.47,0.6291,0.22002,0.6503,0.12298,,19.169
2024-04-01,69652.8,3504.19,576.1,192.24,0.6109,0.20504,0.6211,0.12056,,18.36
2024-04-02,65474.6,3278.95,551.3,181.54,0.5854,0.18252,0.5807,0.11665,,17.953
2024-04-03,65966.7,3311.55,561.7,185.12,0.5742,0.17523,0.5693,0.11716,,17.689
2024-04-04,68500.0,3328.2,585.1,184.09,0.5934,0.18,0.583,0.11918,,17.795
2024-04-05,67833.5,3317.59,578.2,174.39,0.5871,0.17721,0.5741,0.11792,,17.327
2024-04-06,68896.7,3351.51,585.5,178.68,0.5931,0.18575,0.5837,0.11959,,17.564
2024-04-07,69358.0,3454.2,584.0,179.54,0.5945,0.19893,0.5891,0.12056,,17.91
2024-04-08,71633.8,3695.78,586.4,180.67,0.6147,0.20264,0.614,0.12302,,18.106
2024-04-09,69141.9,3506.0,580.5,172.4,0.6141,0.18916,0.5913,0.12107,,17.357
2024-04-10,70635.9,3546.02,609.9,173.31,0.6173,0.19971,0.5863,0.1191,,17.419
2024-04-11,70012.0,3501.08,604.5,172.36,0.6086,0.1938,0.5861,0.12038,,17.554
2024-04-12,67120.7,3237.32,595.5,153.15,0.5468,0.17407,0.5026,0.11484,,15.154
2024-04-13,63928.3,3006.08,553.2,138.44,0.4786,0.15256,0.4451,0.11009,,13.298
2024-04-14,65670.0,3155.0,566.5,151.29,0.5033,0.1621,0.4674,0.11246,,14.098
2024-04-15,63429.7,3102.4,552.7,138.53,0.4976,0.16123,0.4609,0.11151,,13.574
2024-04-16,63796.0,3084.11,537.7,136.23,0.4964,0.15599,0.4586,0.11182,,13.463
2024-04-17,61274.5,2984.87,534.0,131.82,0.495,0.14758,0.4442,0.10971,,13.14
2024-04-18,63480.0,3064.52,552.2,142.06,0.5026,0.15223,0.4579,0.10928,,13.877
2024-04-19,63814.1,3056.21,553.7,142.51,0.5029,0.15633,0.4681,0.10991,,13.934
2024-04-20,64938.1,3155.57,570.8,151.28,0.5288,0.16263,0.5072,0.11111,,14.963
2024-04-21,64937.9,3147.6,579.5,148.82,0.5245,0.15824,0.4994,0.11134,,15.105
2024-04-22,66812.9,3200.08,604.5,156.95,0.5558,0.16123,0.5165,0.11221,,15.446
2024-04-23,66413.9,3219.37,606.0,154.77,0.5446,0.1598,0.5,0.11324,,15.187
2024-04-24,64282.6,3140.61,608.7,147.78,0.5276,0.15145,0.4747,0.11332,,14.54
2024-04-25,64505.7,3156.0,613.3,144.87,0.5253,0.15128,0.4704,0.11726,,14.594
2024-04-26,63774.1,3131.58,597.8,139.25,0.5261,0.14799,0.4632,0.12012,,14.487
2024-04-27,63460.0,3255.8,595.9,141.31,0.518,0.14777,0.4675,0.11971,,14.27
2024-04-28,63122.0,3263.74,600.4,138.0,0.5104,0.14667,0.4601,0.12125,,13.805
2024-04-29,63869.9,3217.69,593.1,137.77,0.5151,0.14341,0.4571,0.11898,,14.068
2024-04-30,60675.1,3014.23,578.3,126.74,0.5007,0.13339,0.4413,0.11963,,13.125
2024-05-01,58341.8,2972.13,561.8,134.61,0.5174,0.1302,0.4502,0.12047,,13.351
2024-05-02,59062.2,2986.19,560.2,137.58,0.5181,0.13192,0.4576,0.12226,,13.587
2024-05-03,62875.9,3102.61,587.3,143.68,0.5315,0.14599,0.4673,0.12269,,14.085
2024-05-04,63894.1,3116.81,585.3,146.05,0.5301,0.16012,0.4632,0.12228,,14.313
2024-05-05,64017.7,3136.64,592.1,145.73,0.5294,0.16097,0.4581,0.12111,,14.374
2024-05-06,63175.6,3062.58,588.1,152.85,0.5401,0.1565,0.4541,0.11866,,14.488
2024-05-07,62318.2,3005.59,576.3,148.05,0.5245,0.15002,0.442,0.12054,,14.002
2024-05-08,61193.9,2974.04,588.3,142.15,0.5172,0.14324,0.4519,0.12295,,13.9
2024-05-09,63069.0,3036.07,596.6,152.54,0.521,0.15218,0.4634,0.12623,,14.23
2024-05-10,60800.2,2909.99,585.6,146.04,0.5021,0.14393,0.4478,0.12744,,13.563
2024-05-11,60826.0,2912.71,592.4,145.42,0.506,0.14307,0.4392,0.12637,,13.306
2024-05-12,61470.1,2929.53,594.8,143.42,0.4993,0.14123,0.4378,0.12737,,13.556
2024-05-13,62934.8,2951.11,591.4,147.54,0.5053,0.14864,0.4367,0.12558,,13.387
2024-05-14,61573.0,2882.45,567.1,142.03,0.5002,0.1455,0.4285,0.12544,,12.977
2024-05-15,66212.7,3032.69,581.1,158.48,0.5189,0.15531,0.4524,0.12635,,13.871
2024-05-16,65235.9,2944.81,569.2,159.36,0.5157,0.14972,0.4595,0.12501,,15.524
2024-05-17,67017.9,3092.01,581.0,169.45,0.5235,0.15551,0.4821,0.12437,,16.241
2024-05-18,66911.0,3123.15,580.5,172.39,0.5212,0.15304,0.4823,0.123,,16.327
2024-05-19,66271.6,3071.21,574.8,169.93,0.5096,0.14908,0.4672,0.12117,,16.563
2024-05-20,71429.7,3660.8,599.9,186.68,0.5379,0.16574,0.5022,0.12448,,17.264
2024-05-21,70144.7,3790.34,618.8,178.18,0.5372,0.17024,0.4948,0.12363,,16.737
2024-05-22,69173.5,3737.98,614.9,177.01,0.5269,0.16629,0.4835,0.12009,,16.353
2024-05-23,67967.5,3783.5,599.3,176.2,0.5288,0.15975,0.4657,0.11539,,16.598
2024-05-24,68559.9,3727.97,600.2,167.69,0.5358,0.16385,0.4599,0.11552,,17.253
2024-05-25,69290.4,3750.01,602.0,168.37,0.5416,0.17396,0.4622,0.11379,,17.442
2024-05-26,68506.3,3826.42,600.1,163.42,0.5283,0.16624,0.4581,0.11317,,17.045
2024-05-27,69416.1,3894.02,603.5,170.14,0.534,0.1691,0.4684,0.11258,,18.788
2024-05-28,68405.9,3844.4,601.5,168.7,0.5287,0.16498,0.4575,0.11121,,18.537
2024-05-29,67647.7,3767.23,595.3,168.31,0.5239,0.16384,0.4513,0.11209,,18.458
2024-05-30,68357.9,3748.39,594.9,166.89,0.5187,0.15945,0.4465,0.11199,,17.943
2024-05-31,67542.5,3762.7,593.8,165.67,0.5175,0.159,0.4471,0.1121,,18.412
2024-06-01,67757.8,3815.76,602.0,166.15,0.5186,0.1603,0.45,0.11259,,18.443
2024-06-02,67767.7,3781.6,603.2,163.16,0.5136,0.15713,0.4467,0.11477,,18.147
2024-06-03,68800.7,3767.4,626.9,164.88,0.5199,0.15837,0.4573,0.11334,,17.636
2024-06-04,70532.3,3810.5,686.2,171.75,0.5256,0.16137,0.4615,0.11447,,17.724
2024-06-05,71112.0,3865.82,699.3,173.55,0.5259,0.16325,0.4612,0.11462,,17.745
2024-06-06,70791.4,3813.8,710.9,170.17,0.5215,0.16017,0.4581,0.1148,,17.253
2024-06-07,69348.0,3678.65,683.7,162.51,0.4989,0.14825,0.4492,0.11274,,16.329
2024-06-08,69311.5,3681.59,682.8,157.83,0.4927,0.14592,0.4367,0.11477,,15.924
2024-06-09,69641.8,3706.31,673.2,162.1,0.4987,0.14678,0.4441,0.11689,,16.377
2024-06-10,69545.0,3668.39,625.1,159.07,0.4969,0.14478,0.4406,0.11768,,15.902
2024-06-11,67314.5,3497.19,602.1,149.29,0.4802,0.13805,0.4218,0.11657,,14.984
2024-06-12,68269.8,3560.47,619.2,155.24,0.4916,0.14619,0.4378,0.1165,,16.007
2024-06-13,66775.7,3469.34,599.7,147.28,0.4769,0.14109,0.421,0.11696,,15.148
2024-06-14,66045.8,3481.42,603.1,143.06,0.4745,0.13498,0.412,0.11649,,14.758
2024-06-15,66223.4,3569.19,608.1,145.51,0.4907,0.13677,0.4139,0.11528,,14.858
2024-06-16,66677.9,3624.32,611.0,151.29,0.4892,0.13714,0.4168,0.11737,,15.143
2024-06-17,66492.1,3511.01,604.2,143.26,0.5047,0.12879,0.4011,0.1168,,14.521
2024-06-18,65177.1,3483.4,588.7,137.39,0.491,0.12224,0.3836,0.11543,,13.978
2024-06-19,64965.8,3560.43,599.3,135.63,0.4932,0.12249,0.3846,0.11582,,14.351
2024-06-20,64880.2,3512.7,587.5,133.58,0.4888,0.12453,0.3843,0.11679,,14.25
2024-06-21,64145.4,3517.85,586.3,134.59,0.489,0.12419,0.3759,0.11837,,13.849
2024-06-22,64263.0,3495.76,590.9,133.7,0.4866,0.12377,0.3845,0.11965,,13.484
2024-06-23,63211.9,3420.88,577.3,128.68,0.4798,0.12222,0.3802,0.11926,,13.193
2024-06-24,60290.6,3351.94,568.1,132.3,0.4741,0.11901,0.3779,0.11909,,13.619
2024-06-25,61806.1,3394.02,578.1,136.56,0.4758,0.12616,0.3917,0.12191,,14.193
2024-06-26,60866.1,3371.5,573.0,136.81,0.4697,0.12277,0.385,0.12271,,13.917
2024-06-27,61706.6,3450.6,581.7,149.69,0.4753,0.1271,0.3912,0.12202,,14.429
2024-06-28,60436.0,3380.32,567.6,140.05,0.4716,0.12309,0.3858,0.1232,,13.782
2024-06-29,60986.7,3378.97,570.1,140.29,0.4727,0.1219,0.3841,0.12552,,13.545
2024-06-30,62774.2,3438.15,582.7,146.62,0.476,0.12446,0.3925,0.12469,,14.281
2024-07-01,62906.3,3442.03,577.1,146.68,0.4771,0.12354,0.4032,0.1278,,14.337
2024-07-02,62145.0,3421.69,579.8,154.01,0.4853,0.1253,0.4184,0.12924,,14.417
2024-07-03,60217.7,3295.65,556.6,140.83,0.4671,0.11848,0.4069,0.12866,,13.589
2024-07-04,57050.0,3060.0,513.6,127.84,0.4329,0.10501,0.362,0.12718,,12.528
2024-07-05,56633.5,2981.94,497.4,134.32,0.4251,0.10543,0.3499,0.12683,,12.308
2024-07-06,58236.4,3066.61,526.3,143.05,0.4488,0.11339,0.3708,0.12997,,13.179
2024-07-07,55862.0,2931.6,490.7,131.64,0.4195,0.10413,0.3464,0.12463,,12.35
2024-07-08,56720.5,3019.4,510.7,139.8,0.4316,0.10762,0.3691,0.12612,,13.123
2024-07-09,58043.1,3066.08,516.9,141.43,0.4357,0.10754,0.3752,0.12997,,12.837
